time_step,time_stamp,robot_pos_x,robot_pos_y,robot_orien_x,robot_orien_y,robot_orien_z,robot_orien_w,robot_twist_x,robot_twist_y,robot_twist_z,vel_x,vel_y,vel_w,network_delay,c_total_tx_mbps,c_total_rx_mbps,c_total_mbps,c_tx_retires,c_retransmits,c_rssi,c_lqi,c_rssi_status,c_total_tx_mbps2,c_total_rx_mbps2,c_total_mbps2,c_rssi2,c_lqi2,c_rssi_status2,s_total_tx_mbps,s_total_rx_mbps,s_total_mbps,s_tx_retires,s_retransmits,s_rssi,s_lqi,s_rssi_status,s_total_tx_mbps2,s_total_rx_mbps2,s_total_mbps2,s_tx_retires2,s_retransmits2,s_rssi2,s_lqi2,s_rssi_status2
15431,1.61781741914524E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0,0,0,0,59.431999,22.299568,0.399328,22.698896,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15433,1.61781741918531E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.002793,0,0,0,59.431999,22.299568,0.399328,22.698896,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15435,1.61781741922617E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000175,0,0,0,59.431999,22.299568,0.399328,22.698896,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15437,1.61781741926501E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.001222,0,0,0,59.431999,22.299568,0.399328,22.698896,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15439,1.61781741930495E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000873,0,0,0,59.431999,22.299568,0.399328,22.698896,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15441,1.61781741934485E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.001571,0,0,0,59.431999,22.299568,0.399328,22.698896,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2
15444,1.61781741940474E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000698,0,0,0,59.431999,22.299568,0.399328,22.698896,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2
15446,1.6178174194447E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000873,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
15447,1.61781741946469E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.002269,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
15448,1.61781741948486E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.004363,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
15450,1.61781741952562E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000175,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
15452,1.61781741956447E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000873,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2
15454,1.61781741960445E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000524,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2
15456,1.61781741964434E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000873,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2
15457,1.61781741966433E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2
15458,1.61781741968536E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.001047,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2
15461,1.61781741974413E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.002443,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2
15462,1.61781741976408E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.001222,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2
15463,1.617817419784E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000349,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2
15465,1.61781741982397E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.003142,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2
15467,1.61781741986394E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000524,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.442632,21.537064,21.979696,86182,7049,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2
15469,1.61781741990382E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000175,0,0,0,59.431999,21.79984,0.370736,22.170576,136741,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2
15471,1.6178174199438E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.004887,0,0,0,59.431999,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
15473,1.61781741998367E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.002094,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
15476,1.61781742004355E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000175,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
15479,1.61781742010343E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000873,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
15480,1.61781742012343E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.002967,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2
15481,1.61781742014439E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000524,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2
15482,1.61781742016338E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000349,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2
15484,1.61781742020334E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000175,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15486,1.61781742024326E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.003665,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15488,1.61781742028317E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000175,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15491,1.61781742034294E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.001222,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15495,1.61781742042286E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15497,1.61781742046378E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0,0,0,0,66.964996,21.79984,0.370736,22.170576,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15498,1.61781742048292E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.001047,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15499,1.61781742050278E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.002967,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-54,56,1,-2,-2,-2,-2,-2,-2,-2,-2
15500,1.61781742052268E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.004363,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-53,57,1,-2,-2,-2,-2,-2,-2,-2,-2
15501,1.61781742054263E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000698,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-53,57,1,-2,-2,-2,-2,-2,-2,-2,-2
15503,1.6178174205826E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.002443,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-53,57,1,-2,-2,-2,-2,-2,-2,-2,-2
15506,1.61781742064244E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.001571,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-53,57,1,-2,-2,-2,-2,-2,-2,-2,-2
15510,1.61781742072242E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.005236,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-53,57,1,-2,-2,-2,-2,-2,-2,-2,-2
15512,1.61781742076228E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000524,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2
15513,1.61781742078324E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.001222,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2
15514,1.61781742080227E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000524,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2
15516,1.61781742084209E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.003665,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86271,7050,-53,57,1,-2,-2,-2,-2,-2,-2,-2,-2
15518,1.61781742088212E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.002618,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.463752,23.107048,23.5708,86358,7050,-53,57,1,-2,-2,-2,-2,-2,-2,-2,-2
15520,1.61781742092302E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.001745,0,0,0,66.964996,22.8218,0.403144,23.224944,136924,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15523,1.61781742098188E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.004189,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15525,1.61781742102185E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000873,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15526,1.61781742104177E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.003142,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15527,1.61781742106178E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.003316,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15529,1.61781742110171E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.001571,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15530,1.61781742112154E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.002443,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15531,1.61781742114153E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.003491,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15532,1.61781742116153E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-52,58,1,-2,-2,-2,-2,-2,-2,-2,-2
15535,1.61781742122138E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.003316,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-51,59,1,-2,-2,-2,-2,-2,-2,-2,-2
15537,1.61781742126138E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000175,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-51,59,1,-2,-2,-2,-2,-2,-2,-2,-2
15538,1.6178174212813E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000349,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-51,59,1,-2,-2,-2,-2,-2,-2,-2,-2
15540,1.61781742132118E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.001745,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-51,59,1,-2,-2,-2,-2,-2,-2,-2,-2
15541,1.61781742134111E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000175,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-51,59,1,-2,-2,-2,-2,-2,-2,-2,-2
15542,1.61781742136109E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000349,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-51,59,1,-2,-2,-2,-2,-2,-2,-2,-2
15544,1.61781742140219E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.004363,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-51,59,1,-2,-2,-2,-2,-2,-2,-2,-2
15546,1.61781742144097E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.00192,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-51,59,1,-2,-2,-2,-2,-2,-2,-2,-2
15548,1.61781742148089E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.002269,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-51,59,1,-2,-2,-2,-2,-2,-2,-2,-2
15550,1.61781742152083E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.001047,0,0,0,49.574001,22.8218,0.403144,23.224944,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15552,1.6178174215607E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000698,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15554,1.61781742160062E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.002967,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15557,1.61781742166049E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000349,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15559,1.61781742170139E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.001047,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15560,1.61781742172035E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.001396,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15561,1.61781742174038E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000524,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15563,1.61781742178026E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.001047,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15564,1.6178174218004E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.002618,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15565,1.61781742182013E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000175,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15566,1.61781742184019E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.00192,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86358,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15567,1.61781742186107E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.001396,0,0,0,49.574001,22.786936,0.38484,23.171776,137129,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.47884,22.75776,23.2366,86454,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15570,1.61781742191992E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0,0,0,0,49.574001,22.786936,0.38484,23.171776,137352,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.457544,22.369368,22.826912,86454,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15574,1.6178174219999E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000349,0,0,0,48.936001,22.786936,0.38484,23.171776,137352,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.457544,22.369368,22.826912,86454,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15576,1.61781742203971E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0,0,0,0,48.936001,22.786936,0.38484,23.171776,137352,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.457544,22.369368,22.826912,86454,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15577,1.61781742205974E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000698,0,0,0,48.936001,22.786936,0.38484,23.171776,137352,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.457544,22.369368,22.826912,86454,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15578,1.61781742207969E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.002094,0,0,0,48.936001,22.786936,0.38484,23.171776,137352,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.457544,22.369368,22.826912,86454,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15580,1.61781742211954E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,0.000175,0,0,0,48.936001,22.786936,0.38484,23.171776,137352,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.457544,22.369368,22.826912,86454,7050,-50,60,1,-2,-2,-2,-2,-2,-2,-2,-2
15582,1.61781742216048E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.006981,0,0,0,48.936001,22.786936,0.38484,23.171776,137352,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.457544,22.369368,22.826912,86454,7050,-49,61,1,-2,-2,-2,-2,-2,-2,-2,-2
15584,1.61781742219946E+018,-1.014859,1.964807,0,0,-0.033417,0.999442,0,-2,-0.000873,0,0,0,48.936001,22.786936,0.38484,23.171776,137352,81603,-256,0,0,-2,-2,-2,-2,-2,-2,0.457544,22.369368,22.826912,86454,7050,-49,61,1,-2,-2,-2,-2,-2,-2,-2,-2
