avg_c_total_tx_mbps,17.850233160963512
avg_c_total_rx_mbps,0.3606045721163482
avg_c_total_mbps,18.21083773307986
avg_c_total_tx_mbps2,nan
avg_c_total_rx_mbps2,nan
avg_c_total_mbps2,nan
avg_s_total_tx_mbps,0.405738771217951
avg_s_total_rx_mbps,17.334051011976143
avg_s_total_mbps,17.739789783194094
avg_s_total_tx_mbps2,nan
avg_s_total_rx_mbps2,nan
avg_s_total_mbps2,nan
std_c_total_tx_mbps,4.254268588180603
std_c_total_rx_mbps,0.0647033355138046
std_c_total_mbps,4.285862005518
std_c_total_tx_mbps2,nan
std_c_total_rx_mbps2,nan
std_c_total_mbps2,nan
std_s_total_tx_mbps,0.06718427833163743
std_s_total_rx_mbps,4.779388857398932
std_s_total_mbps,4.835002517530466
std_s_total_tx_mbps2,nan
std_s_total_rx_mbps2,nan
std_s_total_mbps2,nan
