avg_c_total_tx_mbps,12.70964182171227
avg_c_total_rx_mbps,0.44838506902030006
avg_c_total_mbps,13.15802689073257
avg_c_total_tx_mbps2,nan
avg_c_total_rx_mbps2,nan
avg_c_total_mbps2,nan
avg_s_total_tx_mbps,0.5823269120452136
avg_s_total_rx_mbps,14.00258129141646
avg_s_total_mbps,14.584908203461675
avg_s_total_tx_mbps2,nan
avg_s_total_rx_mbps2,nan
avg_s_total_mbps2,nan
std_c_total_tx_mbps,5.459214776921162
std_c_total_rx_mbps,0.1434690952583013
std_c_total_mbps,5.600437381846766
std_c_total_tx_mbps2,nan
std_c_total_rx_mbps2,nan
std_c_total_mbps2,nan
std_s_total_tx_mbps,0.1658986934121878
std_s_total_rx_mbps,5.668924116452655
std_s_total_mbps,5.833913797196366
std_s_total_tx_mbps2,nan
std_s_total_rx_mbps2,nan
std_s_total_mbps2,nan
