time_step,time_stamp,robot_pos_x,robot_pos_y,robot_orien_x,robot_orien_y,robot_orien_z,robot_orien_w,robot_twist_x,robot_twist_y,robot_twist_z,vel_x,vel_y,vel_w,network_delay,c_total_tx_mbps,c_total_rx_mbps,c_total_mbps,c_tx_retires,c_retransmits,c_rssi,c_lqi,c_rssi_status,c_total_tx_mbps2,c_total_rx_mbps2,c_total_mbps2,c_rssi2,c_lqi2,c_rssi_status2,s_total_tx_mbps,s_total_rx_mbps,s_total_mbps,s_tx_retires,s_retransmits,s_rssi,s_lqi,s_rssi_status,s_total_tx_mbps2,s_total_rx_mbps2,s_total_mbps2,s_tx_retires2,s_retransmits2,s_rssi2,s_lqi2,s_rssi_status2
      13991,1617812628737854110, -0.114833,  0.945285,  0.000000,  0.000000, -0.113637,  0.993522,  0.000000, -2.000000, -0.000524, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      13993,1617812628777817822, -0.114833,  0.945285,  0.000000,  0.000000, -0.113637,  0.993522,  0.000000, -2.000000, -0.000524, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,25569.000000,81307.000000,-60.000000, 50.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000,4939.000000,4248.000000,-62.000000, 48.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14038,1617812629676255703, -0.114833,  0.945285,  0.000000,  0.000000, -0.113637,  0.993522,  0.000000, -2.000000,  0.002618,  0.000000,  0.000000,  0.000000, 16.677000, 75.916704,  0.411176, 76.327880,25569.000000,81307.000000,-61.000000, 49.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000,4939.000000,4248.000000,-63.000000, 47.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14039,1617812629696207854, -0.114833,  0.945285,  0.000000,  0.000000, -0.113637,  0.993522,  0.000000, -2.000000,  0.001222,  0.000000,  0.000000,  0.000000, 16.677000, 75.916704,  0.411176, 76.327880,25569.000000,81307.000000,-61.000000, 49.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000,4939.000000,4248.000000,-63.000000, 47.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14040,1617812629716233327, -0.114833,  0.945285,  0.000000,  0.000000, -0.113637,  0.993522,  0.000000, -2.000000,  0.000873,  0.000000,  0.000000,  0.000000, 16.677000, 75.916704,  0.411176, 76.327880,25569.000000,81307.000000,-61.000000, 49.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000,4939.000000,4248.000000,-63.000000, 47.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14041,1617812629736125278, -0.114833,  0.945285,  0.000000,  0.000000, -0.113637,  0.993522,  0.000000, -2.000000,  0.000000,  0.000000,  0.000000,  0.000000, 16.677000, 75.916704,  0.411176, 76.327880,25569.000000,81307.000000,-61.000000, 49.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000,4939.000000,4248.000000,-63.000000, 47.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14043,1617812629775123081, -0.114833,  0.945285,  0.000000,  0.000000, -0.113637,  0.993522,  0.000000, -2.000000,  0.001222,  0.000000,  0.000000,  0.000000, 16.677000, 75.916704,  0.411176, 76.327880,25569.000000,81307.000000,-61.000000, 49.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000,4939.000000,4248.000000,-63.000000, 47.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14045,1617812629815938479, -0.114833,  0.945285,  0.000000,  0.000000, -0.113637,  0.993522,  0.000000, -2.000000, -0.001396,  0.000000,  0.000000,  0.000000, 16.677000, 75.916704,  0.411176, 76.327880,25569.000000,81307.000000,-60.000000, 50.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000,4939.000000,4248.000000,-62.000000, 48.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14047,1617812629855903622, -0.114833,  0.945285,  0.000000,  0.000000, -0.113637,  0.993522,  0.000000, -2.000000, -0.001920,  0.000000,  0.000000,  0.000000, 16.677000, 75.916704,  0.411176, 76.327880,25569.000000,81307.000000,-60.000000, 50.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000,4939.000000,4248.000000,-62.000000, 48.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14050,1617812629914771708, -0.114833,  0.945285,  0.000000,  0.000000, -0.113637,  0.993522,  0.000000, -2.000000,  0.001047,  0.000000,  0.000000,  0.000000, 16.677000, 75.916704,  0.411176, 76.327880,25569.000000,81307.000000,-60.000000, 50.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000,4939.000000,4248.000000,-62.000000, 48.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
