avg_c_total_tx_mbps,15.102289627142357
avg_c_total_rx_mbps,0.49231716963973415
avg_c_total_mbps,15.594606796782092
avg_c_total_tx_mbps2,nan
avg_c_total_rx_mbps2,nan
avg_c_total_mbps2,nan
avg_s_total_tx_mbps,0.6579796734836566
avg_s_total_rx_mbps,16.964466168851597
avg_s_total_mbps,17.622445842335257
avg_s_total_tx_mbps2,nan
avg_s_total_rx_mbps2,nan
avg_s_total_mbps2,nan
std_c_total_tx_mbps,6.499836300967015
std_c_total_rx_mbps,0.17355766063396394
std_c_total_mbps,6.671639398296453
std_c_total_tx_mbps2,nan
std_c_total_rx_mbps2,nan
std_c_total_mbps2,nan
std_s_total_tx_mbps,0.19888551625430023
std_s_total_rx_mbps,6.66240344134296
std_s_total_mbps,6.85783536900256
std_s_total_tx_mbps2,nan
std_s_total_rx_mbps2,nan
std_s_total_mbps2,nan
