avg_c_total_tx_mbps,12.393602856711917
avg_c_total_rx_mbps,0.2996277797888386
avg_c_total_mbps,12.693230636500754
avg_c_total_tx_mbps2,nan
avg_c_total_rx_mbps2,nan
avg_c_total_mbps2,nan
avg_s_total_tx_mbps,0.36757827708569274
avg_s_total_rx_mbps,13.501458801057005
avg_s_total_mbps,13.869037078142695
avg_s_total_tx_mbps2,nan
avg_s_total_rx_mbps2,nan
avg_s_total_mbps2,nan
std_c_total_tx_mbps,3.108454719029889
std_c_total_rx_mbps,0.027641069563211582
std_c_total_mbps,3.1267088930425193
std_c_total_tx_mbps2,nan
std_c_total_rx_mbps2,nan
std_c_total_mbps2,nan
std_s_total_tx_mbps,0.031051810293390967
std_s_total_rx_mbps,3.3755616859167334
std_s_total_mbps,3.3988890309488906
std_s_total_tx_mbps2,nan
std_s_total_rx_mbps2,nan
std_s_total_mbps2,nan
