time_step,time_stamp,robot_pos_x,robot_pos_y,robot_orien_x,robot_orien_y,robot_orien_z,robot_orien_w,robot_twist_x,robot_twist_y,robot_twist_z,vel_x,vel_y,vel_w,network_delay,c_total_tx_mbps,c_total_rx_mbps,c_total_mbps,c_tx_retires,c_retransmits,c_tx_retires_cal,c_retransmits_cal,c_rssi,c_lqi,c_rssi_status,c_total_tx_mbps2,c_total_rx_mbps2,c_total_mbps2,c_rssi2,c_lqi2,c_rssi_status2,s_total_tx_mbps,s_total_rx_mbps,s_total_mbps,s_tx_retires,s_retransmits,s_rssi,s_lqi,s_tx_retires_cal,s_retransmits_cal,s_rssi_status,s_total_tx_mbps2,s_total_rx_mbps2,s_total_mbps2,s_tx_retires2,s_retransmits2,s_tx_retires2_cal,s_retransmits2_cal,s_rssi2,s_lqi2,s_rssi_status2
53100,1.6178111065046E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.001571,0,0,0,54.747002,14.222984,0.418936,14.64192,3593,75490,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,-2,-2,-54,56,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53149,1.61781110748383E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001222,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,2,6,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,-2,-2,-54,56,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53185,1.61781110820161E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000349,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,-2,-2,-54,56,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53186,1.61781110822147E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000524,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,-2,-2,-53,57,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53187,1.61781110824171E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000349,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,-2,-2,-53,57,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53189,1.61781110828149E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001047,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,-2,-2,-53,57,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53190,1.61781110830149E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000873,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,-2,-2,-53,57,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53191,1.61781110832135E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000175,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,-2,-2,-53,57,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53193,1.61781110836126E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001571,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,-2,-2,-54,56,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53196,1.61781110842231E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000349,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,-2,-2,-54,56,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53198,1.61781110846111E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.002443,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53199,1.61781110848113E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001222,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53200,1.61781110850102E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53201,1.61781110852103E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000175,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53202,1.61781110854091E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000524,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53203,1.617811108561E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53204,1.617811108582E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001571,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53206,1.61781110862082E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000873,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53208,1.61781110866074E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001047,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53210,1.61781110870061E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000873,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53213,1.61781110876063E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.004014,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53215,1.61781110880056E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000698,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53216,1.6178111088204E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.00192,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53217,1.61781110884035E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001396,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.419288,12.960576,13.379864,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53219,1.61781110888147E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000349,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53221,1.61781110892018E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000349,0,0,0,38.047001,14.222984,0.418936,14.64192,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53223,1.61781110896028E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000524,0,0,0,38.047001,13.476992,0.273864,13.750856,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53226,1.61781110901997E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000873,0,0,0,38.047001,13.476992,0.273864,13.750856,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53228,1.61781110905999E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0,0,0,0,38.047001,13.476992,0.273864,13.750856,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53229,1.61781110907994E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001047,0,0,0,38.047001,13.476992,0.273864,13.750856,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53230,1.61781110909986E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.002443,0,0,0,38.047001,13.476992,0.273864,13.750856,3595,75496,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53232,1.61781110913982E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000873,0,0,0,38.047001,13.476992,0.273864,13.750856,3595,75498,0,2,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53234,1.61781110917982E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001571,0,0,0,38.047001,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53235,1.61781110920089E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000698,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53236,1.61781110921979E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000175,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53237,1.61781110923964E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53238,1.61781110925976E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001396,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53239,1.61781110927958E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001222,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53240,1.61781110929956E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001047,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53241,1.61781110931948E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.001047,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53243,1.61781110935946E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.002094,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6826,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53244,1.61781110937943E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001222,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,11,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53245,1.61781110939938E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000349,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53246,1.61781110941936E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000524,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53247,1.61781110943928E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53248,1.61781110945937E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000349,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53249,1.61781110947919E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000349,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53250,1.61781110950023E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.001047,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53251,1.61781110951921E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000698,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53252,1.6178111095391E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000349,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53253,1.61781110955915E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.001571,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53254,1.61781110957903E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.001745,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53256,1.61781110961895E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000524,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53257,1.61781110963885E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.004014,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53258,1.61781110965988E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.002618,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53259,1.61781110967888E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.001571,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53260,1.61781110969894E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.001396,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53261,1.61781110971886E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.001222,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53262,1.61781110973876E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.002094,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53263,1.61781110975879E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.002967,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53264,1.61781110977866E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000175,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53265,1.61781110979871E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.002094,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53266,1.61781110981975E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.002793,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.366192,14.097072,14.463264,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53267,1.61781110983863E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53268,1.61781110985853E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53269,1.61781110987855E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.001571,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53270,1.61781110989854E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000349,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53273,1.6178111099594E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.002094,0,0,0,26.101999,13.476992,0.273864,13.750856,3595,75498,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53275,1.61781110999854E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.002618,0,0,0,26.101999,13.108928,0.204072,13.313,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53276,1.61781111001831E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000349,0,0,0,26.101999,13.108928,0.204072,13.313,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53277,1.61781111003828E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000698,0,0,0,26.101999,13.108928,0.204072,13.313,3595,75498,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53279,1.61781111007825E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.002618,0,0,0,26.101999,13.108928,0.204072,13.313,3595,75498,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53281,1.61781111011915E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000175,0,0,0,26.101999,13.108928,0.204072,13.313,3599,75505,4,7,-49,61,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53283,1.61781111015811E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.000873,0,0,0,26.101999,13.108928,0.204072,13.313,3599,75505,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-51,59,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53286,1.6178111102179E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,0.001396,0,0,0,32.641998,13.108928,0.204072,13.313,3599,75505,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-51,59,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53288,1.61781111025786E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.000175,0,0,0,32.641998,13.108928,0.204072,13.313,3599,75505,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53289,1.61781111027885E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.002094,0,0,0,32.641998,13.108928,0.204072,13.313,3599,75505,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
53290,1.61781111029785E+018,-0.073819,0.000543,0,0,-0.003578,0.999994,0,-2,-0.00384,0,0,0,32.641998,13.108928,0.204072,13.313,3599,75505,0,0,-48,62,1,-2,-2,-2,-2,-2,-2,0.253216,13.423832,13.677048,6837,4023,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
