time_step,time_stamp,robot_pos_x,robot_pos_y,robot_orien_x,robot_orien_y,robot_orien_z,robot_orien_w,robot_twist_x,robot_twist_y,robot_twist_z,vel_x,vel_y,vel_w,network_delay,c_total_tx_mbps,c_total_rx_mbps,c_total_mbps,c_tx_retires,c_retransmits,c_tx_retires_cal,c_retransmits_cal,c_rssi,c_lqi,c_rssi_status,c_total_tx_mbps2,c_total_rx_mbps2,c_total_mbps2,c_rssi2,c_lqi2,c_rssi_status2,s_total_tx_mbps,s_total_rx_mbps,s_total_mbps,s_tx_retires,s_retransmits,s_rssi,s_lqi,s_tx_retires_cal,s_retransmits_cal,s_rssi_status,s_total_tx_mbps2,s_total_rx_mbps2,s_total_mbps2,s_tx_retires2,s_retransmits2,s_tx_retires2_cal,s_retransmits2_cal,s_rssi2,s_lqi2,s_rssi_status2
57384,1.61781119201889E+018,2.255722,0.494677,0,0,0.078024,0.996951,0.439254,-2,0.005934,0.5,0,1.5,71.460999,9.421632,0.20348,9.625112,8389,76178,0,0,-51,59,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57386,1.61781119205897E+018,2.272868,0.497379,0,0,0.078372,0.996924,0.43499,-2,0.023213,0.5,0,1.5,71.460999,9.421632,0.20348,9.625112,8389,76178,0,0,-52,58,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57387,1.61781119207893E+018,2.281334,0.498718,0,0,0.078633,0.996904,0.428593,-2,0.035081,0.5,0,1.5,71.460999,9.421632,0.20348,9.625112,8389,76178,0,0,-52,58,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57388,1.61781119209884E+018,2.289969,0.500089,0,0,0.079155,0.996862,0.437122,-2,0.052185,0.5,0,1.5,71.460999,9.421632,0.20348,9.625112,8389,76178,0,0,-52,58,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57389,1.61781119211872E+018,2.298644,0.501475,0,0,0.079851,0.996807,0.439254,-2,0.075747,0.5,0,1.5,71.460999,9.421632,0.20348,9.625112,8480,76193,91,15,-52,58,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57390,1.61781119213872E+018,2.307148,0.502847,0,0,0.080721,0.996737,0.430725,-2,0.090583,0.5,0,1.5,71.460999,9.421632,0.20348,9.625112,8480,76193,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-55,55,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57394,1.61781119221853E+018,2.341473,0.508571,0,0,0.08533,0.996353,0.437122,-2,0.126013,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57397,1.61781119227838E+018,2.36697,0.513043,0,0,0.08985,0.995955,0.424328,-2,0.172439,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57398,1.61781119229848E+018,2.375572,0.514607,0,0,0.092544,0.995709,0.437122,-2,0.204727,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57399,1.61781119231837E+018,2.384374,0.516258,0,0,0.094977,0.995479,0.447783,-2,0.254993,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57401,1.6178111923583E+018,2.401618,0.519627,0,0,0.100275,0.99496,0.437122,-2,0.27838,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57403,1.61781119239832E+018,2.418533,0.523117,0,0,0.105657,0.994403,0.430725,-2,0.29147,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57405,1.61781119243813E+018,2.435576,0.52683,0,0,0.111382,0.993778,0.437122,-2,0.31032,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7516,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57407,1.61781119247816E+018,2.452734,0.530805,0,0,0.118837,0.992914,0.439254,-2,0.323759,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7530,4049,-54,56,14,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57409,1.61781119251798E+018,2.46967,0.534975,0,0,0.125333,0.992115,0.43499,-2,0.354476,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7530,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57412,1.61781119257787E+018,2.494901,0.541649,0,0,0.136321,0.990665,0.432857,-2,0.405615,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7530,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57415,1.61781119263775E+018,2.519797,0.548892,0,0,0.151088,0.98852,0.43499,-2,0.477697,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7530,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57416,1.61781119265773E+018,2.528222,0.551529,0,0,0.155572,0.987824,0.441387,-2,0.476649,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-62,48,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7530,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57417,1.61781119267775E+018,2.536541,0.554216,0,0,0.16014,0.987094,0.437122,-2,0.497419,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-62,48,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7530,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57418,1.61781119269771E+018,2.544511,0.556872,0,0,0.165134,0.986271,0.420064,-2,0.533896,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-62,48,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7530,4049,-51,59,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57420,1.61781119273781E+018,2.560329,0.562412,0,0,0.175195,0.984534,0.420064,-2,0.544368,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7530,4049,-51,59,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57422,1.61781119277754E+018,2.576586,0.56849,0,0,0.189867,0.98181,0.43499,-2,0.66689,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.269848,9.367608,9.637456,7530,4049,-51,59,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57424,1.61781119281741E+018,2.592412,0.574971,0,0,0.203129,0.979152,0.42646,-2,0.729199,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57426,1.61781119285734E+018,2.608014,0.581867,0,0,0.216951,0.976183,0.42646,-2,0.750666,0.5,0,1.5,22.632,9.421632,0.20348,9.625112,8480,76193,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57429,1.61781119291723E+018,2.631114,0.593065,0,0,0.240143,0.970737,0.42646,-2,0.692547,0.5,0,1.5,22.632,10.232144,0.19504,10.427184,8480,76193,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57433,1.61781119299712E+018,2.661214,0.609656,0,0,0.263873,0.964557,0.430725,-2,0.641758,0.5,0,1.5,22.632,10.232144,0.19504,10.427184,8480,76193,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57435,1.61781119303703E+018,2.675806,0.618407,0,0,0.275805,0.961214,0.422196,-2,0.653277,0.5,0,1.5,22.632,10.232144,0.19504,10.427184,8480,76193,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57436,1.61781119305698E+018,2.682929,0.622862,0,0,0.281755,0.959486,0.420064,-2,0.656069,0.5,0,1.5,22.632,10.232144,0.19504,10.427184,8480,76193,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57437,1.61781119307705E+018,2.690104,0.627473,0,0,0.290869,0.956763,0.42646,-2,0.67457,0.5,0,1.5,22.632,10.232144,0.19504,10.427184,8480,76193,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57439,1.61781119311682E+018,2.704073,0.636962,0,0,0.303035,0.952979,0.420064,-2,0.665843,0.5,0,1.5,22.632,10.232144,0.19504,10.427184,8550,76195,70,2,-58,52,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57441,1.61781119315577E+018,2.7178,0.6468,0,0,0.314821,0.949151,0.420064,-2,0.663574,0.5,0,0,22.632,10.232144,0.19504,10.427184,8550,76195,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57443,1.6178111931957E+018,2.73124,0.656954,0,0,0.326806,0.945092,0.422196,-2,0.66148,0.5,0,0,22.632,10.232144,0.19504,10.427184,8550,76195,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57446,1.61781119325663E+018,2.751492,0.673346,0,0,0.347345,0.937737,0.443519,-2,0.675966,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57448,1.61781119329649E+018,2.764717,0.684848,0,0,0.359264,0.933236,0.432857,-2,0.661305,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57449,1.61781119331641E+018,2.771045,0.690568,0,0,0.364633,0.931151,0.42646,-2,0.613309,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57450,1.61781119333538E+018,2.777556,0.696591,0,0,0.369828,0.9291,0.443519,-2,0.596554,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57451,1.61781119335535E+018,2.784093,0.702775,0,0,0.375011,0.92702,0.449916,-2,0.591318,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7530,4049,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57452,1.61781119337639E+018,2.790438,0.708913,0,0,0.380102,0.924945,0.441387,-2,0.572119,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-53,57,10,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57454,1.6178111934163E+018,2.802868,0.72139,0,0,0.391374,0.920232,0.439254,-2,0.493754,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57458,1.61781119349521E+018,2.827118,0.747173,0,0,0.404902,0.91436,0.437122,-2,0.341561,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57460,1.61781119353511E+018,2.839197,0.76057,0,0,0.410878,0.91169,0.45418,-2,0.344179,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57461,1.61781119355598E+018,2.845186,0.767344,0,0,0.414931,0.909853,0.452048,-2,0.303687,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57462,1.61781119357604E+018,2.850862,0.77388,0,0,0.417153,0.908836,0.432857,-2,0.256214,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57463,1.6178111935959E+018,2.856562,0.780509,0,0,0.418977,0.907997,0.437122,-2,0.219737,0.5,0,0,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57464,1.61781119361597E+018,2.862318,0.787258,0,0,0.420719,0.907191,0.443519,-2,0.203854,0.5,0,-1.5,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57466,1.61781119365482E+018,2.873947,0.801049,0,0,0.423567,0.905865,0.449916,-2,0.147829,0.5,0,-1.5,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57469,1.61781119371581E+018,2.891231,0.82184,0,0,0.426569,0.904455,0.443519,-2,0.08238,0.5,0,-1.5,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57473,1.61781119379458E+018,2.91404,0.849573,0,0,0.427121,0.904194,0.447783,-2,-0.01885,0.5,0,-1.5,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57475,1.61781119383459E+018,2.925446,0.863439,0,0,0.426806,0.904343,0.449916,-2,-0.019897,0.5,0,-1.5,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57476,1.61781119385558E+018,2.931274,0.870517,0,0,0.426174,0.904641,0.458445,-2,-0.053756,0.5,0,-1.5,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57477,1.6178111938754E+018,2.937058,0.877521,0,0,0.425621,0.904901,0.45418,-2,-0.07086,0.5,0,-1.5,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.241872,10.20912,10.450992,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57478,1.61781119389542E+018,2.942769,0.88442,0,0,0.424911,0.905235,0.447783,-2,-0.077667,0.5,0,-1.5,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57480,1.61781119393427E+018,2.95406,0.897993,0,0,0.42333,0.905976,0.439254,-2,-0.101229,0.5,0,-1.5,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-52,58,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57484,1.61781119401515E+018,2.977274,0.925555,0,0,0.418343,0.908289,0.452048,-2,-0.147829,0.5,0,-1.5,82.235001,10.232144,0.19504,10.427184,8550,76195,0,0,-52,58,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-52,58,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57486,1.61781119405517E+018,2.988964,0.939182,0,0,0.415567,0.909563,0.452048,-2,-0.160745,0.5,0,-1.5,82.235001,12.671952,0.214952,12.886904,8550,76195,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57487,1.61781119407508E+018,2.99491,0.946049,0,0,0.414058,0.910251,0.45418,-2,-0.183609,0.5,0,-1.5,82.235001,12.671952,0.214952,12.886904,8550,76195,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57488,1.61781119409405E+018,3.000739,0.952735,0,0,0.412151,0.911116,0.443519,-2,-0.222006,0.5,0,-1.5,82.235001,12.671952,0.214952,12.886904,8550,76195,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57489,1.61781119411391E+018,3.006765,0.95959,0,0,0.410003,0.912084,0.456313,-2,-0.247139,0.5,0,0,82.235001,12.671952,0.214952,12.886904,8579,76198,29,3,-49,61,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57490,1.61781119413395E+018,3.012738,0.96632,0,0,0.407773,0.913083,0.449916,-2,-0.258309,0.5,0,0,82.235001,12.671952,0.214952,12.886904,8579,76198,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57492,1.61781119417491E+018,3.024813,0.979721,0,0,0.401308,0.915943,0.452048,-2,-0.32341,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-53,57,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57495,1.61781119423488E+018,3.043215,0.999413,0,0,0.391775,0.920061,0.445651,-2,-0.393397,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57499,1.61781119431469E+018,3.068629,1.025199,0,0,0.376224,0.926529,0.458445,-2,-0.331263,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-54,56,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57501,1.61781119435456E+018,3.081629,1.037767,0,0,0.371044,0.928615,0.449916,-2,-0.278904,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7540,4050,-55,55,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57502,1.61781119437447E+018,3.088181,1.043997,0,0,0.368855,0.929487,0.452048,-2,-0.245568,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-55,55,9,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57503,1.61781119439357E+018,3.094731,1.050167,0,0,0.366988,0.930226,0.449916,-2,-0.220086,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-55,55,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57504,1.61781119441353E+018,3.101399,1.056398,0,0,0.365121,0.93096,0.456313,-2,-0.209614,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-55,55,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57505,1.61781119443344E+018,3.108029,1.062545,0,0,0.363495,0.931596,0.452048,-2,-0.181165,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-55,55,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57508,1.61781119449433E+018,3.128057,1.080898,0,0,0.361299,0.93245,0.443519,-2,-0.018675,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-56,54,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57512,1.6178111945732E+018,3.154817,1.105286,0,0,0.361706,0.932292,0.458445,-2,0.057421,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-58,52,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57514,1.61781119461309E+018,3.168285,1.117606,0,0,0.362845,0.93185,0.458445,-2,0.055851,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-57,53,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57515,1.61781119463393E+018,3.175134,1.123893,0,0,0.363576,0.931564,0.464842,-2,0.060563,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-57,53,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57516,1.61781119465399E+018,3.181816,1.130046,0,0,0.364227,0.93131,0.45418,-2,0.065973,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-57,53,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57517,1.61781119467404E+018,3.188458,1.136179,0,0,0.364552,0.931183,0.452048,-2,0.041888,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-57,53,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57518,1.61781119469381E+018,3.195159,1.142375,0,0,0.364796,0.931088,0.456313,-2,0.022864,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-56,54,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57520,1.61781119473281E+018,3.208614,1.154835,0,0,0.365202,0.930928,0.458445,-2,0.028274,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-56,54,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
57522,1.61781119477269E+018,3.222087,1.167337,0,0,0.365933,0.930641,0.46271,-2,0.044506,0.5,0,0,47.120998,12.671952,0.214952,12.886904,8579,76198,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.26128,12.355984,12.617264,7549,4050,-56,54,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
