avg_c_total_tx_mbps,0.0
avg_c_total_rx_mbps,0.0
avg_c_total_mbps,0.0
avg_c_total_tx_mbps2,67.8341351031279
avg_c_total_rx_mbps2,0.6978740662743885
avg_c_total_mbps2,68.53200916940229
avg_s_total_tx_mbps,0.0
avg_s_total_rx_mbps,0.0
avg_s_total_mbps,0.0
avg_s_total_tx_mbps2,0.44192192725030827
avg_s_total_rx_mbps2,34.78695334895191
avg_s_total_mbps2,35.228875276202224
std_c_total_tx_mbps,0.0
std_c_total_rx_mbps,0.0
std_c_total_mbps,0.0
std_c_total_tx_mbps2,24.30481466283855
std_c_total_rx_mbps2,0.15195785019310806
std_c_total_mbps2,24.424284377514923
std_s_total_tx_mbps,0.0
std_s_total_rx_mbps,0.0
std_s_total_mbps,0.0
std_s_total_tx_mbps2,0.2582470758203793
std_s_total_rx_mbps2,40.09090153101549
std_s_total_mbps2,40.34156197769414
