time_step,time_stamp,robot_pos_x,robot_pos_y,robot_orien_x,robot_orien_y,robot_orien_z,robot_orien_w,robot_twist_x,robot_twist_y,robot_twist_z,vel_x,vel_y,vel_w,network_delay,c_total_tx_mbps,c_total_rx_mbps,c_total_mbps,c_tx_retires,c_retransmits,c_rssi,c_lqi,c_rssi_status,c_total_tx_mbps2,c_total_rx_mbps2,c_total_mbps2,c_rssi2,c_lqi2,c_rssi_status2,s_total_tx_mbps,s_total_rx_mbps,s_total_mbps,s_tx_retires,s_retransmits,s_rssi,s_lqi,s_rssi_status,s_total_tx_mbps2,s_total_rx_mbps2,s_total_mbps2,s_tx_retires2,s_retransmits2,s_rssi2,s_lqi2,s_rssi_status2
      14619,1617818662133768862, -0.935486,  2.360276,  0.000000,  0.000000, -0.080112,  0.996786,  0.000000, -2.000000,  0.001047, -2.000000, -2.000000, -2.000000, 50.853001, 26.041072,  0.503144, 26.544216,66198.000000,84374.000000,-256.000000,  0.000000, 0, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,  0.580840, 25.226168, 25.807008, -2.000000, -2.000000, -2.000000, -2.000000,-2, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14672,1617818663191875412, -0.935486,  2.360276,  0.000000,  0.000000, -0.080112,  0.996786,  0.000000, -2.000000, -0.000873,  0.000000,  0.000000,  0.000000, 50.853001, 26.041072,  0.503144, 26.544216,66324.000000,84374.000000,-256.000000,  0.000000, 0, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,  0.580840, 25.226168, 25.807008, -2.000000, -2.000000,-41.000000, 69.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14718,1617818664110169447, -0.935486,  2.360276,  0.000000,  0.000000, -0.080112,  0.996786,  0.000000, -2.000000,  0.001571,  0.000000,  0.000000,  0.000000, 50.853001, 25.015448,  0.533040, 25.548488,66324.000000,84374.000000,-256.000000,  0.000000, 0, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,  0.580840, 25.226168, 25.807008, -2.000000, -2.000000,-41.000000, 69.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14719,1617818664130152840, -0.935486,  2.360276,  0.000000,  0.000000, -0.080112,  0.996786,  0.000000, -2.000000, -0.001047,  0.000000,  0.000000,  0.000000, 50.853001, 25.015448,  0.533040, 25.548488,66324.000000,84374.000000,-256.000000,  0.000000, 0, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,  0.580840, 25.226168, 25.807008, -2.000000, -2.000000,-41.000000, 69.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14720,1617818664150132008, -0.935486,  2.360276,  0.000000,  0.000000, -0.080112,  0.996786,  0.000000, -2.000000, -0.000873,  0.000000,  0.000000,  0.000000, 50.853001, 25.015448,  0.533040, 25.548488,66324.000000,84374.000000,-256.000000,  0.000000, 0, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,  0.580840, 25.226168, 25.807008, -2.000000, -2.000000,-41.000000, 69.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14721,1617818664170201250, -0.935486,  2.360276,  0.000000,  0.000000, -0.080112,  0.996786,  0.000000, -2.000000, -0.000175,  0.000000,  0.000000,  0.000000, 50.853001, 25.015448,  0.533040, 25.548488,66324.000000,84374.000000,-256.000000,  0.000000, 0, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,  0.580840, 25.226168, 25.807008, -2.000000, -2.000000,-41.000000, 69.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14722,1617818664190078511, -0.935486,  2.360276,  0.000000,  0.000000, -0.080112,  0.996786,  0.000000, -2.000000, -0.000698,  0.000000,  0.000000,  0.000000, 50.853001, 25.015448,  0.533040, 25.548488,66324.000000,84374.000000,-256.000000,  0.000000, 0, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,  0.580840, 25.226168, 25.807008, -2.000000, -2.000000,-42.000000, 68.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14724,1617818664229960607, -0.935486,  2.360276,  0.000000,  0.000000, -0.080112,  0.996786,  0.000000, -2.000000, -0.000349,  0.000000,  0.000000,  0.000000, 50.853001, 25.015448,  0.533040, 25.548488,66324.000000,84374.000000,-256.000000,  0.000000, 0, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,  0.580840, 25.226168, 25.807008, -2.000000, -2.000000,-42.000000, 68.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14727,1617818664288898611, -0.935486,  2.360276,  0.000000,  0.000000, -0.080112,  0.996786,  0.000000, -2.000000, -0.001047,  0.000000,  0.000000,  0.000000, 50.853001, 25.015448,  0.533040, 25.548488,66324.000000,84374.000000,-256.000000,  0.000000, 0, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,  0.598688, 25.384080, 25.982768,55557.000000,8492.000000,-42.000000, 68.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
      14731,1617818664369785208, -0.935486,  2.360276,  0.000000,  0.000000, -0.080112,  0.996786,  0.000000, -2.000000, -0.000175,  0.000000,  0.000000,  0.000000, 50.853001, 25.015448,  0.533040, 25.548488,66324.000000,84374.000000,-256.000000,  0.000000, 0, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,  0.598688, 25.384080, 25.982768,55557.000000,8492.000000,-41.000000, 69.000000, 1, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000, -2.000000,-2,
