time_step,time_stamp,robot_pos_x,robot_pos_y,robot_orien_x,robot_orien_y,robot_orien_z,robot_orien_w,robot_twist_x,robot_twist_y,robot_twist_z,vel_x,vel_y,vel_w,network_delay,c_total_tx_mbps,c_total_rx_mbps,c_total_mbps,c_tx_retires,c_retransmits,c_rssi,c_lqi,c_rssi_status,c_total_tx_mbps2,c_total_rx_mbps2,c_total_mbps2,c_rssi2,c_lqi2,c_rssi_status2,s_total_tx_mbps,s_total_rx_mbps,s_total_mbps,s_tx_retires,s_retransmits,s_rssi,s_lqi,s_rssi_status,s_total_tx_mbps2,s_total_rx_mbps2,s_total_mbps2,s_tx_retires2,s_retransmits2,s_rssi2,s_lqi2,s_rssi_status2
893,1.61781235029131E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.001745,0,0,0,13.8,76.938864,0.585184,77.524048,1269,81031,-61,49,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,853,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
894,1.61781235031095E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000349,0,0,0,13.8,76.938864,0.585184,77.524048,1269,81031,-61,49,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,853,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
896,1.6178123503509E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.000175,0,0,0,13.8,76.938864,0.585184,77.524048,1275,81031,-61,49,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,853,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
898,1.61781235039088E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.001222,0,0,0,45.007,76.938864,0.585184,77.524048,1275,81031,-63,47,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,853,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
900,1.61781235043071E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000349,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-63,47,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,853,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
902,1.61781235047071E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000873,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-63,47,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,853,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
904,1.61781235051066E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.001047,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,853,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
907,1.61781235057041E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.000698,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
909,1.61781235061028E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.001571,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
910,1.61781235063037E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
911,1.61781235065023E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.001047,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
913,1.61781235069027E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000349,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
915,1.61781235073013E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000349,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
917,1.61781235077005E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.000175,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
919,1.61781235080996E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.002618,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-61,49,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
921,1.61781235084994E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.001571,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-61,49,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
924,1.61781235090984E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.000524,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
926,1.61781235094972E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.001047,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
927,1.61781235096972E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.002618,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
928,1.61781235098965E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.002443,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.405344,80.052992,80.458336,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
929,1.61781235100979E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.000524,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
930,1.61781235102968E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.001396,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-60,50,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
932,1.61781235106946E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000873,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
934,1.61781235110945E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.001745,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
936,1.61781235114932E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.001222,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
939,1.61781235120931E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.00192,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
943,1.61781235128911E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000349,0,0,0,45.007,76.649888,0.242656,76.892544,1275,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
945,1.61781235132904E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.001571,0,0,0,45.007,76.649888,0.242656,76.892544,1276,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
946,1.61781235134892E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.002793,0,0,0,45.007,76.649888,0.242656,76.892544,1276,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
947,1.61781235136893E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,0.001396,0,0,0,45.007,76.649888,0.242656,76.892544,1276,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2
948,1.61781235138905E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.001222,0,0,0,39.59,76.649888,0.242656,76.892544,1276,81031,-58,52,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
949,1.61781235140883E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000524,0,0,0,39.59,76.615824,0.248856,76.86468,1276,81031,-58,52,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
952,1.61781235146877E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.002618,0,0,0,39.59,76.615824,0.248856,76.86468,1276,81031,-58,52,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,856,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
956,1.6178123515486E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000524,0,0,0,39.59,76.615824,0.248856,76.86468,1276,81031,-58,52,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,858,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
958,1.6178123515885E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.001571,0,0,0,39.59,76.615824,0.248856,76.86468,1276,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,858,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
959,1.61781235160841E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000698,0,0,0,39.59,76.615824,0.248856,76.86468,1276,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,858,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
960,1.61781235162845E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.001571,0,0,0,39.59,76.615824,0.248856,76.86468,1276,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,858,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
961,1.61781235164845E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.000873,0,0,0,39.59,76.615824,0.248856,76.86468,1276,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,858,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
962,1.61781235166843E+018,-0.054033,-2.8E-05,0,0,-0.00096,1,0,-2,-0.001047,0,0,0,39.59,76.615824,0.248856,76.86468,1276,81031,-59,51,1,-2,-2,-2,-2,-2,-2,0.310672,80.011528,80.3222,858,4242,-59,51,1,-2,-2,-2,-2,-2,-2,-2,-2
