avg_c_retransmits,0.09140427793277534
avg_c_tx_retires,7.455825694167663
avg_s_retransmits,0.07427584374169545
avg_s_tx_retires,6.071618389582779
avg_s_retransmits2,nan
avg_s_tx_retires2,nan
sum_c_retransmits,688.0
sum_c_tx_retires,56120.0
sum_s_retransmits,559.0
sum_s_tx_retires,45695.0
sum_s_retransmits2,0.0
sum_s_tx_retires2,0.0
std_c_retransmits,3.885470284605385
std_c_tx_retires,42.706301687602135
std_s_retransmits,0.7058822432309488
std_s_tx_retires,69.58446231050144
std_s_retransmits2,nan
std_s_tx_retires2,nan
