time_step,time_stamp,robot_pos_x,robot_pos_y,robot_orien_x,robot_orien_y,robot_orien_z,robot_orien_w,robot_twist_x,robot_twist_y,robot_twist_z,vel_x,vel_y,vel_w,network_delay,c_total_tx_mbps,c_total_rx_mbps,c_total_mbps,c_tx_retires,c_retransmits,c_tx_retires_cal,c_retransmits_cal,c_rssi,c_lqi,c_rssi_status,c_total_tx_mbps2,c_total_rx_mbps2,c_total_mbps2,c_rssi2,c_lqi2,c_rssi_status2,s_total_tx_mbps,s_total_rx_mbps,s_total_mbps,s_tx_retires,s_retransmits,s_tx_retires_cal,s_retransmits_cal,s_rssi,s_lqi,s_rssi_status,s_total_tx_mbps2,s_total_rx_mbps2,s_total_mbps2,s_tx_retires2,s_retransmits2,s_tx_retires2_cal,s_retransmits2_cal,s_rssi2,s_lqi2,s_rssi_status2
80513,1.61781179761189E+018,2.448579,4.08423,0,0,-0.455778,0.890094,0.46271,-2,0.248884,0.5,0,1.5,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-59,51,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80514,1.61781179763179E+018,2.454038,4.076652,0,0,-0.453602,0.891205,0.466974,-2,0.257785,0.5,0,1.5,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-59,51,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80515,1.61781179765168E+018,2.459585,4.069032,0,0,-0.451345,0.89235,0.471239,-2,0.274017,0.5,0,1.5,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-59,51,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80516,1.61781179767175E+018,2.465246,4.061338,0,0,-0.448851,0.893607,0.477636,-2,0.293041,0.5,0,1.5,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80517,1.61781179769267E+018,2.470822,4.053846,0,0,-0.445026,0.895518,0.466974,-2,0.300022,0.5,0,0,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80519,1.61781179773263E+018,2.482118,4.039023,0,0,-0.440018,0.897989,0.469106,-2,0.297928,0.5,0,0,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-59,51,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80521,1.61781179777255E+018,2.49366,4.024228,0,0,-0.434602,0.900622,0.464842,-2,0.326726,0.5,0,0,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-59,51,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80524,1.61781179783147E+018,2.511243,4.002415,0,0,-0.424911,0.905235,0.464842,-2,0.400204,0.5,0,1.5,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-59,51,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80528,1.61781179791231E+018,2.535692,3.973833,0,0,-0.409127,0.912477,0.473371,-2,0.402822,0.5,0,1.5,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-61,49,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80530,1.61781179795229E+018,2.54817,3.959934,0,0,-0.402347,0.915487,0.469106,-2,0.387812,0.5,0,0,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-61,49,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80531,1.61781179797119E+018,2.554457,3.953085,0,0,-0.398909,0.91699,0.464842,-2,0.394619,0.5,0,0,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-60,50,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80532,1.61781179799218E+018,2.560969,3.946096,0,0,-0.39322,0.919444,0.477636,-2,0.446804,0.5,0,0,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-60,50,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80533,1.61781179801217E+018,2.567568,3.939189,0,0,-0.389204,0.921151,0.477636,-2,0.459894,0.5,0,0,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-60,50,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80534,1.6178117980321E+018,2.574108,3.932461,0,0,-0.38502,0.922908,0.469106,-2,0.479267,0.5,0,0,22.025,11.254328,0.207368,11.461696,11152,79218,0,0,-60,50,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80537,1.61781179809098E+018,2.594047,3.912718,0,0,-0.371368,0.928486,0.477636,-2,0.508938,0.5,0,0,22.025,11.254328,0.207368,11.461696,11169,79220,17,2,-61,49,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80541,1.6178117981719E+018,2.62173,3.887068,0,0,-0.355352,0.934733,0.471239,-2,0.327598,0.5,0,-1.5,22.025,11.254328,0.207368,11.461696,11169,79220,0,0,-61,49,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80543,1.61781179821179E+018,2.635725,3.874697,0,0,-0.350534,0.93655,0.466974,-2,0.257262,0.5,0,-1.5,22.025,11.254328,0.207368,11.461696,11169,79220,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80544,1.61781179823071E+018,2.642898,3.868453,0,0,-0.348572,0.937282,0.475503,-2,0.227591,0.5,0,-1.5,22.025,12.503136,0.203248,12.706384,11169,79220,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80545,1.61781179825067E+018,2.650258,3.862099,0,0,-0.34669,0.93798,0.486165,-2,0.211359,0.5,0,-1.5,22.025,12.503136,0.203248,12.706384,11169,79220,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80546,1.6178117982716E+018,2.657385,3.855997,0,0,-0.344971,0.938613,0.469106,-2,0.193557,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-59,51,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80547,1.61781179829052E+018,2.664307,3.850115,0,0,-0.343578,0.939124,0.45418,-2,0.157778,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-59,51,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80549,1.61781179833155E+018,2.678893,3.837842,0,0,-0.340626,0.940199,0.484033,-2,0.123046,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-59,51,1,-2,-2,-2,-2,-2,-2,0.25312,12.490616,12.743736,2954,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80551,1.61781179837142E+018,2.693609,3.825591,0,0,-0.338984,0.940792,0.471239,-2,0.081681,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,4,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80554,1.61781179843031E+018,2.715373,3.807609,0,0,-0.337342,0.941382,0.4819,-2,0.061436,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-58,52,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80558,1.61781179851118E+018,2.744648,3.783586,0,0,-0.336684,0.941618,0.484033,-2,-0.005585,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80560,1.61781179855022E+018,2.759223,3.771633,0,0,-0.336849,0.941559,0.466974,-2,-0.011519,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80561,1.61781179857008E+018,2.766476,3.765681,0,0,-0.337095,0.941471,0.469106,-2,-0.030543,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80562,1.61781179859028E+018,2.773759,3.759699,0,0,-0.337506,0.941323,0.471239,-2,-0.043808,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80563,1.61781179861104E+018,2.781168,3.753602,0,0,-0.338081,0.941117,0.479768,-2,-0.043284,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80564,1.61781179863106E+018,2.788471,3.747578,0,0,-0.338574,0.94094,0.473371,-2,-0.061785,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80566,1.61781179867083E+018,2.803022,3.735528,0,0,-0.34038,0.940288,0.473371,-2,-0.112748,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80569,1.61781179872981E+018,2.82457,3.717487,0,0,-0.343578,0.939124,0.469106,-2,-0.112399,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80573,1.6178117988107E+018,2.853544,3.692773,0,0,-0.349635,0.936886,0.477636,-2,-0.170693,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-60,50,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80575,1.61781179884957E+018,2.867667,3.680483,0,0,-0.353148,0.935567,0.466974,-2,-0.205251,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-60,50,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80576,1.61781179886953E+018,2.874741,3.674255,0,0,-0.355352,0.934733,0.471239,-2,-0.252026,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80577,1.61781179888958E+018,2.88169,3.668079,0,0,-0.358042,0.933705,0.464842,-2,-0.305258,0.5,0,-1.5,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80579,1.6178117989305E+018,2.895952,3.655175,0,0,-0.365202,0.930928,0.488297,-2,-0.328296,0.5,0,0,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80581,1.61781179897041E+018,2.909856,3.642196,0,0,-0.371773,0.928324,0.473371,-2,-0.390605,0.5,0,0,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80583,1.61781179900935E+018,2.923289,3.629279,0,0,-0.379537,0.925177,0.46271,-2,-0.454833,0.5,0,0,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80586,1.61781179907017E+018,2.943236,3.609241,0,0,-0.394744,0.918791,0.475503,-2,-0.513127,0.5,0,0,94.683998,12.503136,0.203248,12.706384,11169,79220,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80588,1.61781179911011E+018,2.95606,3.595602,0,0,-0.402747,0.915311,0.471239,-2,-0.441219,0.5,0,0,94.683998,12.503136,0.203248,12.706384,11187,79220,18,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80589,1.61781179913013E+018,2.962428,3.588653,0,0,-0.406179,0.913794,0.471239,-2,-0.403346,0.5,0,0,94.683998,12.503136,0.203248,12.706384,11187,79220,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80590,1.61781179915008E+018,2.968743,3.581657,0,0,-0.409366,0.91237,0.471239,-2,-0.368963,0.5,0,0,94.683998,12.503136,0.203248,12.706384,11187,79220,0,0,-54,56,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80592,1.61781179918901E+018,2.981117,3.567665,0,0,-0.414693,0.909961,0.469106,-2,-0.28222,0.5,0,0,94.683998,12.503136,0.203248,12.706384,11187,79220,0,0,-51,59,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80594,1.61781179923E+018,2.993646,3.553185,0,0,-0.419611,0.907704,0.479768,-2,-0.208567,0.5,0,0,43.756001,12.503136,0.203248,12.706384,11187,79220,0,0,-51,59,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-55,55,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80596,1.61781179926989E+018,3.005616,3.539068,0,0,-0.421985,0.906603,0.460577,-2,-0.120602,0.5,0,0,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-51,59,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80598,1.61781179930879E+018,3.018013,3.524308,0,0,-0.423646,0.905828,0.4819,-2,-0.095819,0.5,0,0,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-52,58,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80600,1.61781179934865E+018,3.02992,3.510027,0,0,-0.425069,0.905161,0.458445,-2,-0.071733,0.5,0,0,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-52,58,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80603,1.61781179940962E+018,3.048265,3.487899,0,0,-0.425463,0.904976,0.4819,-2,0.002094,0.5,0,0,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80605,1.61781179944949E+018,3.060453,3.473186,0,0,-0.425384,0.905013,0.477636,-2,0.007854,0.5,0,0,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80606,1.61781179946845E+018,3.066467,3.465929,0,0,-0.425305,0.90505,0.471239,-2,0.007854,0.5,0,0,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80607,1.61781179948845E+018,3.072564,3.458575,0,0,-0.425305,0.90505,0.477636,-2,-0.004189,0.5,0,0,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.233016,11.323096,11.556112,2958,4168,0,0,-56,54,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80608,1.61781179950838E+018,3.078579,3.45132,0,0,-0.425463,0.904976,0.471239,-2,-0.014312,0.5,0,0,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,3,1,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80609,1.61781179952833E+018,3.084619,3.444029,0,0,-0.4257,0.904864,0.473371,-2,-0.027402,0.5,0,0,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-53,57,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80611,1.61781179956932E+018,3.096767,3.429338,0,0,-0.426174,0.904641,0.471239,-2,-0.010123,0.5,0,0,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-50,60,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80613,1.61781179960928E+018,3.108826,3.41474,0,0,-0.425779,0.904827,0.479768,-2,0.026878,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-50,60,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80615,1.6178117996481E+018,3.121033,3.399987,0,0,-0.425621,0.904901,0.477636,-2,0.009425,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80617,1.61781179968918E+018,3.133163,3.385337,0,0,-0.425463,0.904976,0.479768,-2,0.004363,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80620,1.61781179974906E+018,3.1515,3.363203,0,0,-0.425384,0.905013,0.473371,-2,0.008378,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80624,1.61781179982779E+018,3.175833,3.333907,0,0,-0.423725,0.905791,0.473371,-2,0.063355,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80625,1.61781179984871E+018,3.181873,3.326673,0,0,-0.422697,0.906271,0.471239,-2,0.08046,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80626,1.61781179986867E+018,3.187903,3.319484,0,0,-0.421906,0.906639,0.469106,-2,0.096691,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-50,60,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80628,1.61781179990859E+018,3.200194,3.304914,0,0,-0.420007,0.907521,0.479768,-2,0.109258,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-50,60,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80632,1.61781179998849E+018,3.224889,3.276035,0,0,-0.415408,0.909635,0.473371,-2,0.149749,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80634,1.61781180002841E+018,3.237348,3.26172,0,0,-0.412071,0.911152,0.473371,-2,0.161443,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80635,1.61781180004847E+018,3.2436,3.254611,0,0,-0.41056,0.911834,0.473371,-2,0.176802,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80636,1.61781180006839E+018,3.249933,3.247459,0,0,-0.408808,0.91262,0.477636,-2,0.197571,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11187,79220,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80637,1.61781180008835E+018,3.25615,3.24049,0,0,-0.406896,0.913474,0.466974,-2,0.219213,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11190,79227,3,7,-49,61,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80638,1.6178118001082E+018,3.262454,3.233484,0,0,-0.404902,0.91436,0.471239,-2,0.231954,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11190,79227,0,0,-49,61,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80640,1.61781180014813E+018,3.27507,3.219651,0,0,-0.400349,0.916363,0.471239,-2,0.282045,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11190,79227,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80643,1.61781180020807E+018,3.294608,3.198861,0,0,-0.390972,0.920403,0.469106,-2,0.334056,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11190,79227,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80647,1.61781180028692E+018,3.320898,3.172142,0,0,-0.378326,0.925673,0.464842,-2,0.402124,0.5,0,1.5,43.756001,14.587704,0.22436,14.812064,11190,79227,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80649,1.61781180032783E+018,3.334034,3.159408,0,0,-0.368692,0.929551,0.456313,-2,0.453087,0.5,0,1.5,136.600998,15.174856,0.192504,15.36736,11190,79227,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80650,1.61781180034793E+018,3.340803,3.153035,0,0,-0.364389,0.931247,0.464842,-2,0.495324,0.5,0,1.5,136.600998,15.174856,0.192504,15.36736,11190,79227,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
80651,1.61781180036785E+018,3.347694,3.146668,0,0,-0.359753,0.933048,0.469106,-2,0.519585,0.5,0,1.5,136.600998,15.174856,0.192504,15.36736,11190,79227,0,0,-47,63,1,-2,-2,-2,-2,-2,-2,0.305296,15.56824,15.873536,2961,4169,0,0,-57,53,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
